event_a,event_b,correlation,mean_abs_delta_db
1658418658392_blow_close_event5_peak6.390s,1782608614338_blow_normal_event1_peak0.897s,0.883385,9.063520
1658418658392_blow_close_event5_peak6.390s,1782608616573_blow_normal_event1_peak1.126s,0.869942,7.351681
1658418658392_blow_close_event5_peak6.390s,1782608618931_blow_normal_event1_peak0.969s,0.864878,14.292110
1658418658392_blow_close_event5_peak6.390s,1782608645573_blow_normal_event1_peak1.074s,0.772171,12.894146
1658418658392_blow_close_event5_peak6.390s,1782608649116_blow_normal_event1_peak0.873s,0.788261,9.478496
1658418658392_blow_close_event5_peak6.390s,1782608657180_blow_normal_event1_peak1.144s,0.803743,9.994843
1658418658392_blow_close_event5_peak6.390s,1782608662652_blow_normal_event1_peak1.139s,0.691823,12.353076
1658418658392_blow_close_event5_peak6.390s,1782608664944_blow_normal_event1_peak0.935s,0.706493,12.505776
1658418658392_blow_close_event5_peak6.390s,1782608667017_blow_normal_event1_peak1.003s,0.837497,9.536820
1658418658392_blow_close_event5_peak6.390s,1782608668892_blow_normal_event1_peak1.012s,0.822455,8.570035
1658418658392_blow_close_event5_peak6.390s,1782608670794_blow_normal_event1_peak0.934s,0.733075,10.451134
1658418658392_blow_close_event5_peak6.390s,1782608672740_blow_normal_event1_peak0.992s,0.745077,11.269708
1658418658392_blow_close_event5_peak6.390s,1782608677735_blow_normal_event1_peak0.843s,0.801623,15.889374
1658418658392_blow_close_event5_peak6.390s,1782608679544_blow_normal_event1_peak0.746s,0.815672,9.737988
1658418658392_blow_close_event5_peak6.390s,1782605965032_blow_close_event1_peak0.117s,0.257339,23.172364
1658418658392_blow_close_event5_peak6.390s,1782605965032_blow_close_event2_peak1.201s,0.756463,8.946033
1658418658392_blow_close_event5_peak6.390s,1782605965032_blow_close_event3_peak2.431s,0.842729,7.037639
1658418658392_blow_close_event5_peak6.390s,1782606063167_failed_blow_event1_peak5.756s,0.748518,12.858026
1658418658392_blow_close_event5_peak6.390s,1658418647612_blow_normal_event1_peak0.402s,0.846775,7.266722
1658418658392_blow_close_event5_peak6.390s,1658418647612_blow_normal_event2_peak2.207s,0.851898,6.265164
1658418658392_blow_close_event5_peak6.390s,1658418647612_blow_normal_event3_peak3.536s,0.876001,6.721938
1658418658392_blow_close_event5_peak6.390s,1658418647612_blow_normal_event4_peak4.765s,0.853062,7.338561
1658418658392_blow_close_event5_peak6.390s,1658418647612_blow_normal_event5_peak7.402s,0.876753,6.960479
1658418658392_blow_close_event5_peak6.390s,1782608426130_failed_blow_event1_peak0.018s,0.877910,9.105111
1658418658392_blow_close_event5_peak6.390s,1782608426130_failed_blow_event2_peak1.056s,0.619875,11.558271
1658418658392_blow_close_event5_peak6.390s,1782608432269_failed_blow_event1_peak0.799s,0.405629,16.584526
1658418658392_blow_close_event5_peak6.390s,1782608432269_failed_blow_event2_peak1.919s,0.474748,19.700484
1658418658392_blow_close_event5_peak6.390s,1782608432269_failed_blow_event3_peak2.872s,0.116997,17.860191
1658418658392_blow_close_event5_peak6.390s,1782608436951_failed_blow_event1_peak1.043s,0.239624,19.808172
1658418658392_blow_close_event5_peak6.390s,1782608436951_failed_blow_event2_peak1.703s,-0.015320,17.133081
1658418658392_blow_close_event5_peak6.390s,1782608436951_failed_blow_event3_peak2.458s,0.837169,12.360737
1658418658392_blow_close_event5_peak6.390s,1782608436951_failed_blow_event4_peak3.693s,0.497542,16.429210
1658418658392_blow_close_event5_peak6.390s,1782608441920_failed_blow_event1_peak10.579s,0.582124,22.131258
1658418658392_blow_close_event5_peak6.390s,1782608453936_failed_blow_event1_peak2.174s,0.234317,22.445935
1658418658392_blow_close_event5_peak6.390s,1782608453936_failed_blow_event2_peak4.632s,0.719594,13.516352
1658418658392_blow_close_event5_peak6.390s,1782608460487_failed_blow_event1_peak3.184s,0.241560,17.094940
1658418658392_blow_close_event5_peak6.390s,1782608460487_failed_blow_event2_peak5.372s,0.264220,14.556020
1658418658392_blow_close_event5_peak6.390s,1782608460487_failed_blow_event3_peak7.802s,0.423690,17.802626
1658418658392_blow_close_event5_peak6.390s,1782608469432_failed_blow_event1_peak1.335s,0.375084,14.135578
1658418658392_blow_close_event5_peak6.390s,1782608469432_failed_blow_event2_peak3.676s,0.014492,16.932798
1658418658392_blow_close_event5_peak6.390s,1782608469432_failed_blow_event3_peak6.212s,-0.485247,18.717063
1658418658392_blow_close_event5_peak6.390s,1782608469432_failed_blow_event4_peak8.373s,-0.113971,16.313620
1658418658392_blow_close_event5_peak6.390s,1782608469432_failed_blow_event5_peak9.854s,-0.379999,17.355156
1658418658392_blow_close_event5_peak6.390s,1782608469432_failed_blow_event6_peak11.059s,-0.037494,16.075464
1658418658392_blow_close_event5_peak6.390s,1782608144876_failed_blow_event1_peak1.226s,0.520011,13.129784
1658418658392_blow_close_event5_peak6.390s,1782608147589_failed_blow_event1_peak1.373s,0.013949,16.047047
1658418658392_blow_close_event5_peak6.390s,1782608150662_failed_blow_event1_peak1.433s,0.538751,12.614477
1658418658392_blow_close_event5_peak6.390s,1782608150662_failed_blow_event2_peak2.805s,0.587356,11.876083
1658418658392_blow_close_event5_peak6.390s,1782608150662_failed_blow_event3_peak4.547s,0.401190,13.144052
1658418658392_blow_close_event5_peak6.390s,1782608150662_failed_blow_event4_peak7.191s,-0.654205,22.921660
1658418658392_blow_close_event5_peak6.390s,1782608160173_failed_blow_event1_peak1.211s,-0.217530,19.838050
1658418658392_blow_close_event5_peak6.390s,1782608163117_failed_blow_event1_peak2.418s,-0.395534,17.567472
1658418658392_blow_close_event5_peak6.390s,1782608163117_failed_blow_event2_peak3.891s,-0.612783,19.296691
1658418658392_blow_close_event5_peak6.390s,1782608163117_failed_blow_event3_peak5.526s,0.115710,22.169903
1658418658392_blow_close_event5_peak6.390s,1782608178054_failed_blow_event1_peak4.359s,0.048893,22.714011
1658418658392_blow_close_event5_peak6.390s,1782608178054_failed_blow_event2_peak5.668s,-0.248647,20.619872
1658418658392_blow_close_event5_peak6.390s,1782608187004_failed_blow_event1_peak1.100s,-0.047168,19.536159
1658418658392_blow_close_event5_peak6.390s,1782608187004_failed_blow_event2_peak1.558s,0.094790,18.144878
1658418658392_blow_close_event5_peak6.390s,1782608187004_failed_blow_event3_peak2.068s,-0.174742,19.163025
1658418658392_blow_close_event5_peak6.390s,1782608187004_failed_blow_event4_peak2.942s,-0.069635,21.898712
1658418658392_blow_close_event5_peak6.390s,1782608191941_failed_blow_event1_peak9.470s,0.714553,20.356207
1658418658392_blow_close_event5_peak6.390s,1782608203595_failed_blow_event1_peak0.995s,-0.509864,19.228518
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event1_peak0.879s,-0.007604,16.266300
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event2_peak2.243s,-0.028731,15.193151
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event3_peak3.127s,0.760063,13.474122
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event4_peak3.438s,0.154018,17.440620
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event5_peak4.624s,0.271072,17.731225
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event6_peak5.691s,0.388006,12.448524
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event7_peak7.187s,0.248125,15.723115
1658418658392_blow_close_event5_peak6.390s,1782608212532_failed_blow_event8_peak8.017s,0.536538,11.824686
1658418658392_blow_close_event5_peak6.390s,1782608683432_failed_blow_event1_peak0.850s,0.838872,11.312882
1782608588636_blow_normal_event1_peak3.313s,1782608588636_blow_normal_event2_peak4.431s,0.958862,7.050720
1782608588636_blow_normal_event1_peak3.313s,1782608588636_blow_normal_event3_peak5.546s,0.948736,8.983193
1782608588636_blow_normal_event1_peak3.313s,1782608596442_blow_normal_event1_peak1.342s,0.935234,7.765164
1782608588636_blow_normal_event1_peak3.313s,1782608600090_blow_normal_event1_peak1.465s,0.913819,8.740688
1782608588636_blow_normal_event1_peak3.313s,1782608602965_blow_normal_event1_peak1.012s,0.897250,10.180294
1782608588636_blow_normal_event1_peak3.313s,1782608605517_blow_normal_event1_peak1.450s,0.935887,8.089983
1782608588636_blow_normal_event1_peak3.313s,1782608608865_blow_normal_event1_peak1.042s,0.920754,8.863683
1782608588636_blow_normal_event1_peak3.313s,1782608611657_blow_normal_event1_peak1.081s,0.927709,8.106031
1782608588636_blow_normal_event1_peak3.313s,1782608614338_blow_normal_event1_peak0.897s,0.951520,5.885673
1782608588636_blow_normal_event1_peak3.313s,1782608616573_blow_normal_event1_peak1.126s,0.923023,8.569409
1782608588636_blow_normal_event1_peak3.313s,1782608618931_blow_normal_event1_peak0.969s,0.952399,6.835512
1782608588636_blow_normal_event1_peak3.313s,1782608645573_blow_normal_event1_peak1.074s,0.879427,10.153974
1782608588636_blow_normal_event1_peak3.313s,1782608649116_blow_normal_event1_peak0.873s,0.860244,12.533586
1782608588636_blow_normal_event1_peak3.313s,1782608657180_blow_normal_event1_peak1.144s,0.887985,10.867699
1782608588636_blow_normal_event1_peak3.313s,1782608662652_blow_normal_event1_peak1.139s,0.837517,11.269347
1782608588636_blow_normal_event1_peak3.313s,1782608664944_blow_normal_event1_peak0.935s,0.853144,14.720287
1782608588636_blow_normal_event1_peak3.313s,1782608667017_blow_normal_event1_peak1.003s,0.929060,8.707406
1782608588636_blow_normal_event1_peak3.313s,1782608668892_blow_normal_event1_peak1.012s,0.868888,11.014749
1782608588636_blow_normal_event1_peak3.313s,1782608670794_blow_normal_event1_peak0.934s,0.835007,12.249884
1782608588636_blow_normal_event1_peak3.313s,1782608672740_blow_normal_event1_peak0.992s,0.861762,14.610799
1782608588636_blow_normal_event1_peak3.313s,1782608677735_blow_normal_event1_peak0.843s,0.932657,7.886871
1782608588636_blow_normal_event1_peak3.313s,1782608679544_blow_normal_event1_peak0.746s,0.856643,10.945307
1782608588636_blow_normal_event1_peak3.313s,1782605965032_blow_close_event1_peak0.117s,0.272203,29.289498
1782608588636_blow_normal_event1_peak3.313s,1782605965032_blow_close_event2_peak1.201s,0.870047,11.392549
1782608588636_blow_normal_event1_peak3.313s,1782605965032_blow_close_event3_peak2.431s,0.877705,10.324886
1782608588636_blow_normal_event1_peak3.313s,1782606063167_failed_blow_event1_peak5.756s,0.861927,13.999704
1782608588636_blow_normal_event1_peak3.313s,1658418647612_blow_normal_event1_peak0.402s,0.890432,9.543336
1782608588636_blow_normal_event1_peak3.313s,1658418647612_blow_normal_event2_peak2.207s,0.821325,12.805044
1782608588636_blow_normal_event1_peak3.313s,1658418647612_blow_normal_event3_peak3.536s,0.880014,10.199845
1782608588636_blow_normal_event1_peak3.313s,1658418647612_blow_normal_event4_peak4.765s,0.894786,12.714156
1782608588636_blow_normal_event1_peak3.313s,1658418647612_blow_normal_event5_peak7.402s,0.932442,8.931778
1782608588636_blow_normal_event1_peak3.313s,1782608426130_failed_blow_event1_peak0.018s,0.901070,15.580564
1782608588636_blow_normal_event1_peak3.313s,1782608426130_failed_blow_event2_peak1.056s,0.679278,15.396645
1782608588636_blow_normal_event1_peak3.313s,1782608432269_failed_blow_event1_peak0.799s,0.536379,24.142502
1782608588636_blow_normal_event1_peak3.313s,1782608432269_failed_blow_event2_peak1.919s,0.570620,25.815216
1782608588636_blow_normal_event1_peak3.313s,1782608432269_failed_blow_event3_peak2.872s,0.223376,25.128922
1782608588636_blow_normal_event1_peak3.313s,1782608436951_failed_blow_event1_peak1.043s,0.221588,27.605243
1782608588636_blow_normal_event1_peak3.313s,1782608436951_failed_blow_event2_peak1.703s,-0.175633,26.879290
1782608588636_blow_normal_event1_peak3.313s,1782608436951_failed_blow_event3_peak2.458s,0.952559,6.788810
1782608588636_blow_normal_event1_peak3.313s,1782608436951_failed_blow_event4_peak3.693s,0.410143,24.310148
1782608588636_blow_normal_event1_peak3.313s,1782608441920_failed_blow_event1_peak10.579s,0.679320,17.811879
1782608588636_blow_normal_event1_peak3.313s,1782608453936_failed_blow_event1_peak2.174s,0.268659,24.436825
1782608588636_blow_normal_event1_peak3.313s,1782608453936_failed_blow_event2_peak4.632s,0.781538,17.912730
1782608588636_blow_normal_event1_peak3.313s,1782608460487_failed_blow_event1_peak3.184s,0.326724,21.779429
1782608588636_blow_normal_event1_peak3.313s,1782608460487_failed_blow_event2_peak5.372s,0.406281,21.055079
1782608588636_blow_normal_event1_peak3.313s,1782608460487_failed_blow_event3_peak7.802s,0.566930,18.267656
1782608588636_blow_normal_event1_peak3.313s,1782608469432_failed_blow_event1_peak1.335s,0.470755,20.265909
1782608588636_blow_normal_event1_peak3.313s,1782608469432_failed_blow_event2_peak3.676s,0.114443,23.507302
1782608588636_blow_normal_event1_peak3.313s,1782608469432_failed_blow_event3_peak6.212s,-0.593708,28.763997
1782608588636_blow_normal_event1_peak3.313s,1782608469432_failed_blow_event4_peak8.373s,-0.121090,25.161049
1782608588636_blow_normal_event1_peak3.313s,1782608469432_failed_blow_event5_peak9.854s,-0.441046,26.821257
1782608588636_blow_normal_event1_peak3.313s,1782608469432_failed_blow_event6_peak11.059s,-0.171585,25.581649
1782608588636_blow_normal_event1_peak3.313s,1782608144876_failed_blow_event1_peak1.226s,0.512828,20.526205
1782608588636_blow_normal_event1_peak3.313s,1782608147589_failed_blow_event1_peak1.373s,0.130067,22.996303
1782608588636_blow_normal_event1_peak3.313s,1782608150662_failed_blow_event1_peak1.433s,0.599472,16.494665
1782608588636_blow_normal_event1_peak3.313s,1782608150662_failed_blow_event2_peak2.805s,0.694490,16.409222
1782608588636_blow_normal_event1_peak3.313s,1782608150662_failed_blow_event3_peak4.547s,0.505511,19.095926
1782608588636_blow_normal_event1_peak3.313s,1782608150662_failed_blow_event4_peak7.191s,-0.759104,32.979663
1782608588636_blow_normal_event1_peak3.313s,1782608160173_failed_blow_event1_peak1.211s,-0.188909,27.190626
1782608588636_blow_normal_event1_peak3.313s,1782608163117_failed_blow_event1_peak2.418s,-0.327861,26.978775
1782608588636_blow_normal_event1_peak3.313s,1782608163117_failed_blow_event2_peak3.891s,-0.582083,29.196880
1782608588636_blow_normal_event1_peak3.313s,1782608163117_failed_blow_event3_peak5.526s,0.145343,28.962961
1782608588636_blow_normal_event1_peak3.313s,1782608178054_failed_blow_event1_peak4.359s,-0.059450,30.952908
1782608588636_blow_normal_event1_peak3.313s,1782608178054_failed_blow_event2_peak5.668s,-0.190243,28.885945
1782608588636_blow_normal_event1_peak3.313s,1782608187004_failed_blow_event1_peak1.100s,0.039548,26.465176
1782608588636_blow_normal_event1_peak3.313s,1782608187004_failed_blow_event2_peak1.558s,0.159129,24.637823
1782608588636_blow_normal_event1_peak3.313s,1782608187004_failed_blow_event3_peak2.068s,-0.282827,28.539384
1782608588636_blow_normal_event1_peak3.313s,1782608187004_failed_blow_event4_peak2.942s,0.043479,27.999257
1782608588636_blow_normal_event1_peak3.313s,1782608191941_failed_blow_event1_peak9.470s,0.842246,24.789586
1782608588636_blow_normal_event1_peak3.313s,1782608203595_failed_blow_event1_peak0.995s,-0.512817,28.282658
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event1_peak0.879s,0.099427,22.568603
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event2_peak2.243s,0.100503,22.456584
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event3_peak3.127s,0.879380,9.978904
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event4_peak3.438s,0.317556,23.897032
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event5_peak4.624s,0.355272,24.041222
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event6_peak5.691s,0.554698,18.345540
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event7_peak7.187s,0.406945,20.888494
1782608588636_blow_normal_event1_peak3.313s,1782608212532_failed_blow_event8_peak8.017s,0.677065,16.430513
1782608588636_blow_normal_event1_peak3.313s,1782608683432_failed_blow_event1_peak0.850s,0.950208,6.045344
1782608588636_blow_normal_event2_peak4.431s,1782608588636_blow_normal_event3_peak5.546s,0.970033,12.510362
1782608588636_blow_normal_event2_peak4.431s,1782608596442_blow_normal_event1_peak1.342s,0.958906,7.751342
1782608588636_blow_normal_event2_peak4.431s,1782608600090_blow_normal_event1_peak1.465s,0.939316,7.089694
1782608588636_blow_normal_event2_peak4.431s,1782608602965_blow_normal_event1_peak1.012s,0.925407,7.453718
1782608588636_blow_normal_event2_peak4.431s,1782608605517_blow_normal_event1_peak1.450s,0.943800,5.807418
1782608588636_blow_normal_event2_peak4.431s,1782608608865_blow_normal_event1_peak1.042s,0.953600,5.710431
1782608588636_blow_normal_event2_peak4.431s,1782608611657_blow_normal_event1_peak1.081s,0.971061,4.953511
1782608588636_blow_normal_event2_peak4.431s,1782608614338_blow_normal_event1_peak0.897s,0.942124,7.076037
1782608588636_blow_normal_event2_peak4.431s,1782608616573_blow_normal_event1_peak1.126s,0.878387,9.253267
1782608588636_blow_normal_event2_peak4.431s,1782608618931_blow_normal_event1_peak0.969s,0.946261,10.541962
1782608588636_blow_normal_event2_peak4.431s,1782608645573_blow_normal_event1_peak1.074s,0.913636,7.862537
